Word,Meaning
विश्वासपूर्वक,Trustingly
"विश्वासपूर्वक, विश्वासी ढंग से",Trustfully
विश्वासी,Trusting
विश्वासी,Trustful
"आस्तिक, विश्वास करने वाला, समर्थक",Believer
समर्थक,Truster
न्यासित प्रदेश,Trusteeship
न्यास निगम,Trust corporation
न्यास समिति,Trust company
धर्मार्थ न्यास,Public trust
धर्मार्थ न्यास,Charitable trust
"सहबद्ध, बँधा हुआ",Tied
बँधा हुआ,Trussed
टेकदार पुल,Truss bridge
छत-तिकोन,Corbel
"हर्निया-पेटी, टेक, हाथ-पैर बाँध देना, पंख और पैर बाँध देना, टेक लगाना, अड़वार",Truss
हाफ़-पैंट,Short pants
हाफ़-पैंट,Trunks
राजमार्ग,Highroad
संदूक का ढक्कन,Trunk lid
सुदूर फ़ोन-वार्ता,Long distance
सूँड़,Proboscis
तना,Tree trunk
"घड़घड़ाते हुए आना, घड़घड़ाते हुए लुढ़काना, भारी कदमों से चलना",Trundle
"लाठी, डंडा",Nightstick
"लाठी, डंडा",Truncheon
"संक्षिप्त, रुंडित",Truncated
"काट कर छोटा करना, कोना हटा कर समतल रखना, छाँट कर छोटा करना, छिन्न",Truncate
काट कर छोटा करना,Cut short
"तुरही-सदृश वस्तु, घोषित करना, चिंघाड़ना, ढिंढोरा पीटना, तुरही बजाना",Trumpet
"बकवास, घटिया वस्तु, घटिया",Trumpery
"बिन अनुमति लिये अनुपस्थित्, कर्तव्य से भागने वाला, बिन अनुमति लिये अनुपस्थित",Truant
भेड़िये जैसा,Wolfish
स्वयंसिद्धि,Truism
टोकरी,Trug
चॉकलेट ट्रफ़ल,Chocolate truffle
ट्रफ़ल,Truffle
"अनुदारवादी दल-समर्थक, सच्चा",True blue
उग्र ढंग से,Truculently
उग्रता,Truculency
उग्रता,Truculence
ट्रक कंपनी,Trucking company
ट्रक से माल-परिवहन,Hauling
ट्रक से माल-परिवहन,Trucking
"ट्रक माल-भाड़ा, ट्रक से माल-परिवहन",Truckage
"ढाबा, ट्रक स्थानक",Truck stop
ट्रक चालक,Trucker
सामान पहुँचाने वाला ट्रक,Panel truck
"युद्ध-विराम, अस्थायी संधि-काल",Truce
बिना अनुमति स्कूल से पलायन,Hooky
बिना अनुमति स्कूल से पलायन,Truancy
बिना अनुमति स्कूल में अनुपस्थित रहना,Play hooky
भेड़िये की तरह,Wolfishly
कर्तव्य से भागने वाला,Nonattender
कर्तव्य से भागने वाला,No show
"खुरपी, करनी, करनी चलाना",Trowel
ट्राउट के समान,Trout like
ट्राउट के समान,Troutlike
"गुप्त कोष, खज़ाना",Trove
वधू के वस्त्र और प्रसाधन-सामग्री,Trousseau
अनुभवी और भरोसेमंद व्यक्ति,Trouper
"बुरी तरह से हराना, बुरी तरह से पीटना, बुरी तरह से फटकारना",Trounce
"झाग उठाना, का झाग उठना, झाग, कोड़ा मारना",Lather
"सार्वजनिक कोष, कठौत, गर्त, उतार, घाटी, परनाली, नाँद",Trough
उपद्रवकारिता,Troublemaking
असुविधा,Worriment
असुविधा,Troublesomeness
उपद्रवी,Troubler
उपद्रवी,Mischief maker
मुश्किल दूर करने वाला,Troubleshooter
"उपद्रवी, झगड़ालगाऊ",Troublemaker
ट्रॉट्स्कीवाद,Trotskyism
लियोन ट्रॉट्स्की,Leon Trotsky
ट्रॉट्स्की,Trotsky
बिना अनुमति स्कूल में अनुपस्थित रहने वाला,Hooky player
ट्रॉट्स्कीवादी,Trotskyist
ट्रॉट्स्कीवादी,Trotskyite
उष्ण-कटिबन्ध प्रदेश के समान,Tropically
उष्णकटिबंधी प्रचुर-वर्षा वन,Selva
वर्षा वन,Rainforest
वर्षा वन,Rain forest
उष्णकटिबंधी चिकित्सा-शास्त्र,Tropical medicine
उत्तरी उष्णकटिबंध,Northern tropic
दक्षिणीई उष्णकटिबंध,Southern tropic
सुंदर और जवान दूसरी पत्नी,Trophy wife
ट्रॉफ़ी रखने की अल्मारी,Trophy case
सैन्यवाहक पोत,Troop ship
सैन्यवाहक पोत,Troopship
सैन्य-दल,Troops
"घुड़सवार सिपाही, टैंकसवार सिपाही",Trooper
सैन्य दल का नये ठिकाने की ओर प्रस्थान,Troop movement
"तुरहीवादक, ट्रॉम्बोन वादक",Trombone player
"तुरहीवादक, ट्रॉम्बोन वादक",Trombonist
ट्रॉली कोच,Trolley coach
ट्रॉली बस,Trolleybus
चाय-नाश्ते की पहियेदार मेज़,Teacart
चाय-नाश्ते की पहियेदार मेज़,Tea trolley
पहियेदार मेज़,Wagon
"ट्रॉली, ठेला, पहियेदार मेज़",Trolley
"ट्राल, बंसी से मछली पकड़ना, बारी-बारी से गाया जाने वाला गीत, मछली पकड़ने का जाल, काँटा डाल कर मछली पकड़ना, घूमना, घुमाना, बारी-बारी से गीत गाना, काँटा डाल कर मछली पकड़ना, मुक्त कंठ से गाना, प्रशंसा-गीत गाअना, कीर्तिगान करना",Troll
"ट्रॉयवासी, ट्रॉय का, ट्रोजन",Trojan
"गुफा-मानव, असभ्य",Cave dweller
"असभ्य, गुफा-मानव",Cave man
"गुफा-मानव, एकांतवासी",Troglodyte
कुचला हुआ,Trampled
कुचला हुआ,Trodden
"बिना प्रयास किये, तुच्छ ढंग से",Trivially
तुच्छीकरण,Trivialisation
तुच्छीकरण,Trivialization
महत्वहीन बनाना,Trivialize
महत्वहीन बनाना,Trivialise
ओछापन,Puniness
"संकीर्णता, तुच्छता, अनुदारता, ओछापन",Pettiness
"साधारण बात, विविध-विषय",Trivia
त्रिशासकदल,Triumvirate
विजयी भाव से,Triumphantly
विजयोल्लास से परिपूर्ण,Triumphal
"हर्षोल्लास, विजयोल्लसित",Rejoicing
"तोरणद्वार, विजय-द्वार",Triumphal arch
"जीर्ण-शीर्ण, घिसा-पिटा",Time worn
घिसा-पिटा,Old hat
घिसा-पिटा,Trite
त्रिपट्ट,Triptych
तिपाई,Tripod
"तीन बार, तीन प्रतियों में",In triplicate
"तीन प्रतियों में से एक, तीसरी प्रति, तीन प्रतियाँ तैयार करना",Triplicate
"तिहरा,आनुवांशिक कूट",Triplet code
तिड़वाँ,Triplet
ट्रिपल फ़्रंटियर,Triple Frontier
ट्रिपल क्रीम,Triple creme
ट्रिपल क्रीम,Triple cream
बिना अंतर रखे किया गया टंकण,Single spacing
दो लाइनों का अंतर रख कर टंकण करना,Triple space
एक लाइन का अंतर रख कर  टंकण करना,Double space
एक लाइन का अंतर रख कर किया गया टंकण,Double spacing
"तीन तरह से, तिगुना, तीन गुना",Triply
"त्रिपक्षीय, तिगुना, तिगुना करना, तिहरा, तिगुना हो जाना",Triple
तिहरा,Ternary
बकवास,Folderol
"अँतड़ी, बकवास",Tripe
ट्रिप वायर,Tripwire
"सैलानी, पर्यटक, विभ्रमकारी औषध लिया व्यक्ति, लड़खड़ाने वाला",Tripper
"तिकड़ी, संगीतकारों की तिकड़ी, त्रिवाद्य संगीत, गायकों की तिकड़ी",Trio
सस्ता आभूषण,Bauble
सस्ता आभूषण,Trinket
पवित्र त्रिदेव,Sacred Trinity
पवित्र त्रिदेव,Blessed Trinity
पवित्र त्रिदेव,Holy Trinity
त्रैमासिक अवधि,Trimester
"कतरन, झालर, अलंकरण, सजावट, छँटाई",Trimming
अन्य सामग्री,Fixings
"कतरनी, छाँटने वाला",Trimmer
छाँटने वाला,Pruner
त्रिकोणमितीय,Trigonometrical
त्रिकोणमितीय,Trigonometric
"तीव्र, प्रचण्ड",Vehement
प्रचण्ड,Tearing
"सक्रिय करना, शुरू करना",Trigger off
बंदूक का घोड़ा,Gun trigger
दो लाइनों का अंतर रख कर किया गया टंकण,Triple spacing
"प्रयासकर्ता, न्याय-विचारक",Trier
"जाँचा-परखा, विश्वसनीय, आजमाया हुआ",Tried
जाँचा-परखा,Tested
त्रिशूल,Trident
तिपहिया साइकल,Trike
तिपहिया साइकल,Tricycle
तिरंगा,Trichrome
तिरंगा,Trichromatic
"तिरंगा झण्डा, तिरंगा",Tricolour
"तिरंगा झण्डा, तिरंगा",Tricolor
"टपकाना, टपकना, लुढ़काते हुए ले जाना, लार टपकाना, बूंद, लार, रिसाव",Dribble
रिसाव,Drib
"टपकना, टपकाना, धीरे-धीरे जाना, धीरे-धीरे भेजना, रिसना, रिसाव",Trickle
"आकर्षक, पेचीदा",Catchy
धूर्तता,Trickishness
धूर्ततापूर्ण ढंग से,Trickishly
धूर्ततापूर्ण,Trickish
"साइकिल पर करतब दिखाने वाला, मनश्चिकित्सक",Trick cyclist
"धूर्तता, जटिलता, पेचीदापन",Trickiness
मक्कारी,Shiftiness
धोखेबाज़,Beguiler
धोखेबाज़,Cheater
"झाँसेबाज़, शरारती",Hoaxer
शरारती,Tricker
"छलिया, मक्कार, शरारती",Trickster
छल-कपट,Shenanigan
सहायक,Contributive
सहायक,Contributing
"सहायक नदी, सहायक, श्रद्धांजलिसूचक, सहयोगी",Tributary
पीड़ा,Tribulation
आदिवासी महिला,Tribeswoman
आदिवासी,Tribesman
"जनजातीय संगठन, जनजातीयता",Tribalism
ट्राइथलॉन,Triathlon
"त्रिभुजाकार बनाना, त्रिकोणमिति की सहायता से नापना, त्रिकोणीयन द्वारा सर्वेक्षण, त्रिकोणयुक्त",Triangulate
"त्रिकोणीयता, तिकोनापन",Triangularity
त्रिकोणीयन,Triangulation
त्रिकोणीय प्रिज़्म,Triangular prism
तिकोनी पट्टी,Scarf bandage
तिकोनी पट्टी,Triangular bandage
त्रिकोणीय,Tripartite
त्रिकोणीय,Trilateral
"त्रिभुजाकार, त्रिकोणीय, त्रिकोणाकार",Triangular
परीक्षण अवधि,Test period
परीक्षण अवधि,Trial period
प्रतिवादी वकील,Trial lawyer
ट्रायल कोर्ट का न्यायाधीश,Trial judge
"जनमत की परख, वायु-प्रवाह जाँचने का गुब्बारा",Trial balloon
प्रतिवादी वकील,Trial attorney
गंभीर रोगियों की छँटाई,Triage
त्रिमूर्ति,Trinity
"त्रिसंयुज, त्रिमूर्ति",Triad
टकटकीकारी,Trestlework
टकटकी तख्ता,Trestle table
टकटकी पुल,Trestle bridge
"घोड़ी, टकटकी",Trestle
"अनधिकार से रहने वाला व्यक्ति, अनधिकार प्रवेश करने वाला",Interloper
अनधिकार प्रवेश करने वाला,Trespasser
"अतिचार, हद पार करना, अनधिकार प्रवेश करना, पाप करना, पाप, हस्तक्षेप, अतिक्रमण करना, कानून तोड़ना",Trespass
घबराहट,Trepidation
परिवर्तन-विश्लेषण,Trend analysis
प्रवृत्ति दिशा,Trend line
चलन स्थापित करना,Trend setting
"चलन स्थापित करने वाला, चलन स्थापित करना",Trend setting
चलन स्थापित करने वाला,Trendsetting
फ़ैशन निर्माता,Fashion arbiter
"फ़ैशनेबल, आधुनिक फ़ैशन का",Trendy
प्रभावशाली ढंग से,Trenchantly
"गड्ढा खोदने का फावड़ा, खंदक खोदने का फावड़ा",Entrenching tool
"खंदक खोदने का फावड़ा, गड्ढा खोदने का फावड़ा",Trenching spade
पेटू,Gourmandizer
पेटू,Gourmand
पेटू,Trencherman
"खंदक खोदने वाला, गड्ढा खोदने वाला, लकड़ी का तख्ता",Trencher
"तीक्ष्णता, पैनापन",Trenchancy
"खाई युद्ध, अर्थहीन संघर्ष",Trench warfare
ट्रेंच माउथ,Trench mouth
ट्रेंच मार्टर,Trench mortar
दुधारी चाकू,Trench knife
गलनदंश,Immersion foot
गलनदंश,Trench foot
खाई-ज्वर,Trench fever
"गड्ढा, खंदक, खाई, समुद्री खाई, अतिक्रमण करना, खंदक खोद कर सुरक्षित करना, गहरा खोदना, खाई में लगाना, खाई में दफ़न करना, खाई में स्थापित करना, निकास हेतु नाली खोदना, खंदक खोदना",Trench
"मजबूत स्थिति बनाना, अतिक्रमण करना",Entrench
समुद्री खाई,Oceanic abyss
"कँपकँपाहट के साथ, थरथराहट के साथ",Tremulously
काँपता हुआ,Quavering
काँपता हुआ,Tremulous
वृक्षहीन,Unwooded
वृक्षहीन,Treeless
"कंपन, कँपकँपी, थरथरी",Tremor
कंपित,Trembly
"जाफ़री, जाफ़री पर चढ़ाना",Trellis
जाफ़री,Treillage
पैदल लंबी यात्रा करने वाला,Trekker
पैदल यात्रा करना,Go trekking
"लंबी पैदल यात्रा, ट्रेक, कठिन यात्रा करना, पैदल यात्रा करना",Trek
लंबी यात्रा,Trekccc
वृक्षविकास-रेखा,Timberline
वृक्षविकास-रेखा,Timber line
"बाली, फुनगी",Capitulum
"शू ट्री पर फैलाना, शू ट्री",Shoetree
वृक्षारोही कंगारू,Tree wallaby
वृक्षारोही कंगारू,Tree kangaroo
पर्यावरण-रक्षक,Tree hugger
वृक्षोपासक,Tree worshipper
वृक्षोपासना,Tree worship
वृक्षारोही मेंढक,Tree frog
वृक्षारोही मेंढक,Tree frog
पलट कर मुकाबला करने को बाध्य,At bay
पलट कर मुकाबला करने को बाध्य,Treed
"उच्चतम स्वर का, उच्च स्वर, बच्चे की तीखी आवाज़, तीखी आवाज़ वाला बच्चा, उच्च स्वर के लिये लिखा संगीत, लगातार तीसरी विजय, तिगुना हो जाना, तिहरा",Treble
व्यापारिक संधि वाला बंदरगाह,Treaty port
प्रबंध,Treatise
वार्ताकार,Treater
ऋणपत्र,Treasury note
सार्वजनिक कोष,Public treasury
"कोषागार, अर्थविभाग",Treasury
कोषाध्यक्ष का पद,Treasurership
"वित्तीय अधिकारी, वित्ताधिकारी",Financial officer
"खज़ांची, कोषाध्यक्ष",Treasurer
कोशवाहक पोत,Treasure ship
तोशाखाना,Treaure house
तोशाखाना,Treasure house
"विश्वासघाती, देशद्रोहात्मक",Faithless
"देशद्रोह, विश्वासघात",Treason
नीरस दिनचर्या,Salt mine
पाँव-चक्की,Tread wheel
पाँव-चक्की,Treadwheel
"नीरस दिनचर्या, पाँव-चक्की",Treadmill
"खुशामदी, शीरे के समान",Treacly
"चाशनी जैसा, भावुकतापूर्ण, चाशनीदार, अतिशय मीठा, गाढ़ा, खुशामदी",Syrupy
खुशामदी,Cloying
"भुर्ता, मकई का दलिया, लुगदी, खुशामद",Mush
"विश्वासघात, दगाबाज़ी",Treachery
नाएतबारी,Perfidious
नाएतबारी,Punic
ट्रे कवर,Tray cloth
"बर्फ़दानी, आइस ट्रे",Icetray
प्रहसन,Farce comedy
विद्रूपिका,Put on
आड़ा शहतीर,Trave
"यात्रा अभिकरण, ट्रैवल एजेन्सी",Travel agency
यात्रावृत्त्,Travelog
यात्रावृत्त,Travelogue
"चल, सफ़री, सफ़र",Traveling
"चल, सफ़री, सफ़र",Travelling
सहयात्री,Fellow traveler
सहयात्री,Fellow traveller
व्यापारिक यात्री,Commercial traveler
व्यापारिक यात्री,Commercial traveller
हवाई यात्री,Air traveller
"यात्री, पर्यटक",Traveller
"बहुत घूमा हुआ, पर्यटित",Traveled
"बहुत घूमा हुआ, पर्यटित",Travelled
कड़ी मेहनत करना,Moil
"टहलुआ, कड़ी मेहनत करना",Drudge
"कष्ट, कठोर परिश्रम, कड़ी मेहनत करना",Travail
कठोर परिश्रम,Elbow grease
चोट पहुँचाना,Traumatise
चोट पहुँचाना,Traumatize
"अतधिक कटु, अभिघातज, चोटमूलक",Traumatic
कटु अनुभव,Trauma
"बेकार, भड़कीला",Trashy
कूड़ादान,Wastebin
कूड़ादान,Ashcan
कूड़ादान,Litter bin
घोड़े का साज़-सामान,Caparison
"साज-सामान, घोड़े का साज़-सामान",Trappings
"ट्रैपीज़ियम अस्थि, समलंबक अस्थि",Os trapezium
समलंबक अस्थि,Trapezium bone
"ट्रैपिज़ॉइड, समलंब",Trapezoid
"ट्रैपीज़, समलंब",Trapeze
"चोर दरवाज़ा, कूट द्वार",Trapdoor
प्रतिजातीय वेशधारण,Cross dressing
प्रतिजातीय वेशधारण,Transvestitism
प्रतिजातीय वेशधारण,Transvestism
"प्रतिजातीय वेशधारी, प्रतिजातीय वेश से काम-सुख पाने वाला",Transvestite
प्रतिजातीय वेशधारी,Crossdresser
आड़ा,Thwartwise
तिरछा,Transversal
"आड़ा, तिर्यक्, अनुप्रस्थ",Transverse
"लिंगपरिवर्तित व्यक्ति, लिंगपरिवर्तन का इच्छुक",Transexual
लिंगपरिवर्तन,Transsexualism
"लिंगपरिवर्तित व्यक्ति, लिंगपरिवर्तन का इच्छुक",Transsexual
"स्थिति-अंतरण, प्रतिस्थापन, व्युत्क्रमण",Transposition
स्थिति-अंतरण,Heterotaxy
बदल देना,Counterchange
"जगह बदलना, स्थानांतरित करना, मैट्रिक्स परिवर्तन, बदल देना",Transpose
सैन्यवाहक,Troop carrier
सैन्यवाहक,Troop transport
"सामान पट्टी, कन्वेयर बेल्ट, वाहक पट्टी",Conveyer belt
"सामान पट्टी, वाहक पट्टा",Transporter
कार परिवाहक,Car transporter
परिवहन सचिव,Transportation Secretary
परिवहन कंपनी,Transportation company
देशनिकाला,Expatriation
"परिवहन, किराया, परिवहन विभाग, देशनिकाला",Transportation
परिवहन,Transferral
परिवहन,Transportation system
सैन्य-पोत,Transport ship
परिवहनीय,Transportable
आवेग,Transports
अंग प्रतिरोपण,Organ transplant
"स्थानांतरण, प्रतिरोपण",Transplantation
स्थानांतरण,Transplantating
"प्रतिरोपित करना, दूसरी जगह लगाना, दूसरी जगह लगना, स्थानांतरित करना, स्थानांतरित पौधा, स्थानांतरण",Transplant
"पता चलना,  होना, मालूम होना, पसीना छोड़ना",Transpire
"स्पष्ट रूप से, साफ़ तौर पर, पारदर्शी ढंग से",Transparently
"पारदर्शिता, पारदर्शकता",Transparence
"पारदर्शी चित्र, पारदर्शिता, खोखलापन, स्पष्टता, पारदर्शकता",Transparency
पारदर्शिता,Transparentness
पारदेशी,Transnational
"रूपांतरणीयता, तत्त्वांतरणीयता",Commutability
"रूपांतरणीयता, तत्त्वांतरणीयता",Transmutability
"रूपांतर, परिवर्तन",Transmutation
रूपांतरण,Transubstantiation
"बदल देना, बदल जाना",Transmute
"ट्रांसमीटर, प्रेषक, रोगाणुवाहक",Transmitter
"देहांतरित होना, प्रवास करना",Transmigrate
देहांतरण,Transmigration
पारभासकता,Translucency
पारभासकता,Translucence
पारभासी,Translucent
लिप्यंतरकार,Transliterator
लिप्यंतरण,Transliteration
परिवर्ती सहायता,Transitional relief
"परिवर्ती, संक्रमणकालीन",Transitional
सकर्मकता,Transitiveness
सकर्मकता,Transitivity
सकर्मक,Transitive
सकर्मक क्रिया,Transitive verb
पारगमन-क्षेत्र,Transit zone
आकाशीय-पिण्डों का संक्रमण-काल नापने का टेलीस्कोप,Transit instrument
"पारगमन, लाना-ले जाना, संक्रमण",Transit
ट्रान्ज़िस्टर रेडियो,Transistor radio
"नश्वरता, क्षणिकता",Transitoriness
"नश्वरता, क्षणिकता",Transiency
"नश्वरता, क्षणिकता",Transience
क्षणिक,Transitory
"क्षणभंगुर, क्षणिक",Ephemeral
"क्षणिक, अस्थायी",Transient
"अतिक्रामी, पापी, अपराधी",Transgressor
"अतिक्रमण, भूभाग तक विस्तार",Transgression
"अतिक्रमण करना, हद पार करना",Overstep
उल्लंघन करना,Go against
"अपवित्र करना, अनादर करना, उल्लंघन करना",Violate
उल्लंघन करना,Infract
रक्ताधान,Blood transfusion
आधान,Transfusion
परिवर्तनीय,Transmutable
परिवर्तनीय,Transformable
रूपांतरित करना,Transubstantiate
स्तंभित,Transfixed
बींधना,Empale
"फँसाना, बींधना",Impale
"स्तंभित हो जाना, बींधना",Transfix
"रूपांतरण, गौरवान्वयन",Transfiguration
बदल जाना,Transmogrify
"गौरवान्वित करना, बदल जाना",Transfigure
"स्थानांतरण, हस्तांतरण, रूपांतरण",Transference
"हस्तांतरणीयता, स्थानांतरणीयता",Transferability
"लिखित प्रतिलिपि, प्रतिलिपि",Transcript
पारक्रमणअ,Transduction
पारक्रमित्र,Transducer
"रूपांतरणकर्ता, अनुवादक, लिप्यंतरकार, ध्वन्यात्मक अभिलेखक, वाचित सामग्री का अनुलेखन करने वाला, अन्य वाद्य के लिये रूपांतरण करने वाला",Transcriber
लिप्यंतर करना,Transliterate
"प्रतिलेख, लिप्यंतरण, अन्य वाद्य के लिये रूपांतरण, रिकार्ड बनाना",Transcription
"प्रतिलिपि करना, लिप्यंतर करना, अन्य वाद्य के लिये तैयार करना, ध्वन्यात्मक अभिलेखन करना, आनुवांशिक जानकारी स्थानांतरित करना",Transcribe
पारमहाद्वीपी,Transcontinental
अतींद्रियवादी,Transcendentalist
अतींद्रियवाद,Transcendental philosophy
अतींद्रियवाद,Transcendentalism
"अतींद्रिय, मीमांसात्मक",Transcendental
"उत्कृष्टता, ज्ञानातीत्व",Transcendency
"ज्ञानातीत्व, उत्कृष्टता",Transcendence
"आश्चर्यजनक, असाधारण, उत्कृष्ट",Surpassing
"उत्कृष्ट, ज्ञानातीत",Transcendent
"बढ़ कर होना, आगे जाना",Transcend
"अटलांटिक-पार, अटलांटिक के दोनों पार का, अटलांटिक पार का",Transatlantic
कारोबार करना,Transact
शामक औषधि,Ataractic agent
शामक औषधि,Ataractic drug
शामक औषधि,Antianxiety agent
शामक,Tranquilliser
शामक,Tranquillizer
"शांतिपूर्वक, शांत भाव से",Tranquilly
वित्तांश,Tranche
"अवचेतनावस्था, उपसमाधि, मूर्च्छा",Trance
"ट्रैंपोलीन, उछाल-पट, ट्रैंपोलीन पर कूदना, उछाल-पट पर कूदना",Trampoline
"रौंद देना, चाप, ठोकर मारना, धम-धम करते हुए जाना, कुचल देना",Trample
मछली पकड़ने का जाल,Trammel net
ट्राम की पटरी,Streetcar track
ट्राम की पटरी,Tramlines
"रज्जुमार्ग, ट्राम की पटरी, ट्राम",Tramway
"प्रक्षेप-पथ, वक्र-पथ",Trajectory
विश्वासघातिनी,Traitress
विश्वासघाती हो जाना,Turn traitor
विश्वासघाती,Betrayer
रेलवे कर्मचारी,Railroadman
रेलवे कर्मचारी,Railroad man
प्रशिक्षण कार्यक्रम,Training program
"प्रशिक्षण महाविद्यालय, ट्रेनिंग कॉलेज",Training college
"प्रशिक्षण, शारीरिक प्रशिक्षण",Training
प्रशिक्षण के लिये आर्थिक सहायता,Traineeship
प्रशिक्षार्थी,Trainee
छिद्रान्वेषण,Trainspotting
"रेल-इंजनों के नंबर एकत्र करने वाला, छिद्रान्वेषी",Trainspotter
सुस्त आदमी,Lagger
सुस्त आदमी,Dawdler
"अनुयान, ट्रेलर, सुस्त आदमी",Trailer
पथप्रदर्शक,Trailblazing
दुःख-सुख मिश्रित,Tragicomical
"त्रासिक-कामदी मश्रित, दुःख-सुख मिश्रित",Tragicomic
दुःख-सुखांतक,Tragicomedy
दुखद रूप से,Tragically
दुखांत नाटक की अभिनेत्री,Tragedienne
"दुखांत नाटककार, दुखांत नाटक का कलाकार",Tragedian
"स्थानांतरणीय, हस्तांतरणीय",Transferable
दिशा संकेतक,Turn indicator
दिशा संकेतक,Trafficator
अप्रोच पैटर्न,Approach pattern
ट्रैफ़िक पैटर्न,Traffic pattern
यातायात बत्ती,Traffic lights
यातायात बत्ती,Stoplights
"यातायात संकेत, ट्रैफ़िक सिग्नल",Traffic signal
यातायात गली,Traffic lane
यातायात अदालत,Traffic court
"यातायात पुलिस, ट्रैफ़िक पुलिस",Traffic cop
"निंदक, बदनाम करने वाला",Traducer
बदनाम करना,Traduce
"परंपरावादी, परंपरावादी",Traditionalist
परंपरावादिता,Traditionality
परंपरावाद,Traditionalism
देश-विदेश भ्रमण करने वाला,World traveler
आंशिक अदायगी,Trade in
व्यापार,Trading
विनिमय-योग्य,Tradable
विनिमय-योग्य,Tradeable
देश-विदेश भ्रमण करने वाला,Globetrotter
"व्यापारीवर्ग, शिल्पीवर्ग",Tradespeople
दुविधा,Trade off
दुविधा,Tradeoff
श्रमिक संघ आंदोलन,Labor movement
श्रमिक संघवादी,Trades unionist
मजदूर-संघवाद,Unionism
मजदूर-संघवाद,Trade unionism
मजदूर संघ,Trades union
वाणिज्यिक शिक्षणालय,Vocational school
वाणिज्य शिक्षणालय,Trade school
व्यापार संरक्षण,Trade protection
उपभोक्ता माल,Consumer goods
व्यापार माल,Trade goods
व्यापार-खर्च,Business expense
व्यापार-खर्च,Trade expense
व्यापार-प्रतिरोध,Trade stoppage
व्यापार-प्रतिरोध,Trade embargo
व्यापारिक संस्करण,Trade book
व्यापारिक संस्करण,Trade edition
व्यापारिक छूट,Trade discount
व्यापार-घाटा,Trade deficit
व्यापारिक चक्र,Trade cycle
व्यापार-अधिनियम,Trade bill
अंतर्राष्ट्रीय व्यापार बाधा,Trade barrier
व्यापार-घाटा,Trade gap
बुरी तरह से नशे में धुत,Roaring drunk
ट्रैक्टर ट्रेलर,Tractor trailer
ट्रैक्टर में चालक की सीट,Truck tractor
ट्रैक्शन इंजन,Traction engine
"कर्षण, कर्षण-बल, संकर्षण",Traction
वश्यता,Tractableness
वश्यता,Tractability
"सुविधाजनक, आसानी से प्रभावित होने वाला",Tractable
खोज निकालना,Track down
"बिना पटरी का, पथहीन",Trackless
खोज,Tracking
प्रसिद्ध धावक,Track star
दौड़ तथा क्षेपन प्रतियोगिता,Track meet
"क्षेपण प्रतियोगिता, मैदानी प्रतियोगिता",Field event
खोजी,Tracker
श्वासनलीछेदन,Tracheostomy
श्वासनली शोथ,Tracheitis
"श्वास प्रनाल, श्वासनली",Windpipe
अलंकरण,Tracery
"सुरागी, अन्वेषक, खोजी, सुराग लगाने वाला",Tracer
पता लगाने योग्य,Traceable
सूक्ष्ममात्रिक तत्व्,Trace element
जीवविष,Toxin
विषविज्ञानी,Toxicologist
विषविज्ञान,Toxicology
विषरक्तता,Toxemia
विषरक्तता,Toxaemia
"काले लोगों की बस्ती, नागरिक प्रशासन विभाग, टाउनशिप, उपनगर, बस्ती",Township
नगरवासी,Townspeople
नगरवासी,Townsfolk
"शहरी जीवन, शहरी दृश्य",Townscape
शहरी,Towner
शहरी,Townsman
शहरी,Townee
तौलिये का कपड़ा,Toweling
तौलिये का कपड़ा,Towelling
"तौलिया, तौलिये से पोंछना",Towel
कर्षण नौका,Towboat
अनुकर्षण,Towage
"खींच कर ले जाना, घसीटना, अनुकर्षण",Tow
"गुप्त सूचना देने वाला, प्रस्तुत करना, ज़ोर-शोर से प्रचार करना, इतराना, शेखी बघारना, दलाल, दाँव-संबंधी सलाह देने वाला, खुल्लमखुल्ला प्रचार करने वाला",Tout
टिकट दलाल,Ticket tout
अस्त-व्यस्त करना,Dishevel
अस्त-व्यस्त करना,Tousle
रक्तबंध,Tourniquet
"खेल प्रतियोगिता, टूर्नी",Tourney
पर्यटकों को आकर्षित करने वाला,Touristed
"पर्यटकीय, पर्यटकों को आकर्षित करने वाला",Touristy
पर्यटक,Holidaymaker
पर्यटक,Tourer
पर्यटन,Touristry
नकली बाल,Toupe
नकली बाल,Toupee
विकटता,Formidability
"मजबूत हुआ, मजबूत बनाया गया",Toughened
"मजबूत होना, कड़ा करना, मजबूत बनाना",Toughen
"चिड़चिड़ापन, तुनकमिज़ाजी",Tetchiness
"चिड़चिड़ापन, तुनकमिज़ाजी",Testiness
"चिड़चिड़ापन, तुनकमिज़ाजी",Touchiness
"संवेदनशील, तुनकमिज़ाज, चिड़चिड़ा",Touchy
कसौटी,Touchstone
"मर्मस्पर्शी, मार्मिक",Touching
द्रवित,Stirred
द्रवित,Moved
"प्रभावित, द्रवित, पागल-सा",Touched
अवतरण,Landing
टच लाइन,Touchline
"डगमगाते हुए चलना, लड़खड़ाना",Totter
"टोटमवादी, गणचिह्नवादी",Totemist
"टोटमवाद, गणचिह्नवाद",Totemism
"टोटमी, टोटमवादी",Totemic
"टोटम स्तंभ, गणचिह्न स्तंभ, श्रेणी",Totem pole
ढोना,Tote
बड़ा झोला,Carryall
बड़ा झोला,Tote bag
"स्वेच्छाचारितावाद, निरंकुशतावाद, सर्वसत्तावाद, सर्वाधिकारवाद",Totalitarianism
